2011002166-1,3/1/2011,jan,52,2/1/2011,ZO,18:00-23:59,ja,2/1/2011,18:15,2/1/2011,18:15,B70,STRAATROOF,ROTTERDAM,DISTRICT 9,8-Aug,1-BLOEMHOF,  7-7,GROENE HILLEDIJK,275,THV,3073AK,TRAM/BUSHALTE,N,N,ja,openbare weg/in tram of bij halte,v,17-Dec,GSM,neen,,,neen,schoppen/slaan/duwen/trekken/vastpakken,wegrukken,GSM uit hand SO gerukt,,1,lopend,,neen,,onbekend,Blackberry,1,2011,,,18,,,,,;;
"2011002304-1,3/1/2011,jan,52,2/1/2011,ZO,18:00-23:59,ja,2/1/2011,22:00,2/1/2011,22:00,B70,STRAATROOF,ROTTERDAM,DISTRICT 10,7-Jul,1-TARWEWIJK,  3-3,GEERVLIETSTRAAT,22,THV,3081SE,OPENBARE WEG,N,N,ja,openbare weg,v,17-Dec,GSM,neen,,,ja,schoppen/slaan/duwen/trekken/vastpakken/naar grond werken,wegrukken/achteren benaderen/doorgang belemmeren,""GSM uit hand SO gerukt, SO verzette zich en werd geslagen"",,2,lopend,,neen,,onbekend,Blackberry,1,2011,3.54255E+14,3.54255E+13,22,,,,,";;
2011011408-1,12/1/2011,jan,52,2/1/2011,ZO,18:00-23:59,ja,2/1/2011,19:00,2/1/2011,19:30,B70,STRAATROOF,ROTTERDAM,DISTRICT 4,1-Jan,3-C.S. KWARTIER,  2-2,STATIONSPLEIN,,,,STATION,N,N,,,,,,,,,,,,,,,,,,,,,1,2011,,,19,,,,,;;
2011002204-1,3/1/2011,jan,1,3/1/2011,MA,12:00-17:59,ja,3/1/2011,14:15,3/1/2011,14:45,B70,STRAATROOF,ROTTERDAM,DISTRICT 4,1-Jan,1-OUDE WESTEN,  7-7,EENDRACHTSPLEIN,1,THV,3015LA,METROSTATION,N,N,ja,in metro of bij metrostation,v,25-34,GSM,neen,,,neen,schoppen/slaan/duwen/trekken/vastpakken,wegrukken/achteren benaderen,So in metro beroofd van GSM,,2,lopend,,neen,,ja,Blackberry,1,2011,onbekend,onbekend,14,,,,,;;
"2011003392-1,4/1/2011,jan,1,4/1/2011,DI,12:00-17:59,ja,4/1/2011,14:00,4/1/2011,15:00,B70,STRAATROOF,ROTTERDAM,DISTRICT 4,1-Jan,0-STADSDRIEHOEK,  3-3,BINNENROTTE,,,3011HC,WEG,N,N,ja,openbare weg,m,50-64,portemonnee,neen,,,neen,vastpakken,smoes/doorgang belemmeren,""SO in scootmiel beroofd, ddr deed of hij """"iets"""" uit binnenzak wilde pakken"",""""""Heb je een sigaret, jah money €5, je hebt geld, kijk goed"""""",2,lopend,,neen,,onbekend,,1,2011,,,14,,,,,";;
"2011003544-1,4/1/2011,jan,1,4/1/2011,DI,12:00-17:59,ja,4/1/2011,17:35,4/1/2011,17:38,B70,STRAATROOF,ROTTERDAM,DISTRICT 3,2-Feb,4-NIEUWE WESTEN,  6-6,HEEMRAADSSINGEL,251,THV,3023CE,OPENBARE WEG,N,N,ja,openbare weg,m,18-24,GSM,ja,mes,""lemmet ca 10 cm, handvat ca 6 cm, rose/wit gevlekt"",neen,dreigen met steekwapen/schoppen/slaan/duwen/trekken/wapen tegen hoofd/fouilleren/wapen gezien,wegrukken/achteren benaderen/doorgang belemmeren,""Ddr pakte mes en hield dit tegen keel SO, gefouilleerd"",,1,lopend,,neen,,onbekend,""Blackberry,Samsung"",1,2011,354255049279989 354781043924288,3.54255E+13,17,,,,,";;
"2011004542-1,5/1/2011,jan,1,5/1/2011,WO,12:00-17:59,ja,5/1/2011,14:20,5/1/2011,14:20,B70,STRAATROOF,ROTTERDAM,DISTRICT 6,4-Apr,2-KRALINGEN OOST,  3-3,AVENUE CONCORDIA,,,3062LB,OPENBARE WEG,N,N,ja,in auto/nabij pinautomaat,v,80+,tas/geld,neen,,,neen,overige,wegrukken/volgen,""SO had geld gestort bij postkantoor, had tas naast zich staan in auto"",,1,lopend,,neen,,nee,Nokia,1,2011,onbekend,onbekend,14,,,,,";;
2011004761-1,5/1/2011,jan,1,5/1/2011,WO,18:00-23:59,ja,5/1/2011,20:36,5/1/2011,20:36,B70,STRAATROOF,BARENDRECHT,DISTRICT 10,3-BUITEN BEBOUWDE KOM,1-NOORD,  0-NOORD,VRIJENBURGPARK,,,,,N,J,ja,openbare weg,m,17-Dec,,,,,,,,,,4,,,ja,,,,1,2011,,,20,,,,,;;
2011015047-1,15/01/2011,jan,1,5/1/2011,WO,06:00-11:59,ja,5/1/2011,9:20,5/1/2011,9:20,B70,STRAATROOF,BARENDRECHT,DISTRICT 10,0-BARENDRECHT DORP,1-NOORD,  4-BINNENLAND,KWIKSTAART,,,,WEG,N,N,ja,,,,,,,,,,,,,,,,,,,,1,2011,,,9,,,,,;;
"2011018298-1,18/01/2011,jan,1,5/1/2011,WO,18:00-23:59,ja,5/1/2011,20:00,5/1/2011,20:30,B70,STRAATROOF,ROTTERDAM,DISTRICT 3,2-Feb,4-NIEUWE WESTEN,  9-9,COOLHAVEN,,,3024AR,OPENBARE WEG,N,N,ja,in auto,m,18-24,sieraden/jas/id,ja,vuistvuurwapen,zwart pistool,neen,vastpakken,doorgang belemmeren,SO zat in vrt moest onder bedreiging goederen afgeven,""""""Hou je rustig en geef alles watje hebt"""""",4,auto,zilverkleurige pa,neen,,,,1,2011,,,20,,,,,";;
"2011018430-1,18/01/2011,jan,1,5/1/2011,WO,18:00-23:59,ja,5/1/2011,20:00,5/1/2011,20:00,B70,STRAATROOF,ROTTERDAM,DISTRICT 3,2-Feb,4-NIEUWE WESTEN,  9-9,COOLHAVEN,,,3024AR,,N,N,ja,in portiek/nabij eigen woning,m,18-24,GSM/sieraden/kleding/bankpas,ja,vuistvuurwapen,zwart pistool,neen,dreigen met vuurwapen/schoppen/slaan/duwen/trekken/wapen tegen hoofd/doorladen vuurwapen/fouilleren,volgen,SO stapte lift uit met vrienden en werden gevolgd door ddrs,""""""Trek alles uit of ik schiet je dood"""""",4,lopend,,neen,,,""Blackberry,Nokia"",1,2011,,,20,,,,,";;
2011005410-1,6/1/2011,jan,1,6/1/2011,DO,06:00-11:59,ja,6/1/2011,10:55,6/1/2011,11:26,B70,STRAATROOF,ROTTERDAM,DISTRICT 10,7-Jul,6-ZUIDPLEIN,  2-2,ZUIDPLEIN HOOG,787,,3083BJ,OPENBARE WEG,N,N,ja,openbare weg,v,50-64,bankpas,neen,,,neen,schoppen/slaan/duwen/trekken/vastpakken,wegrukken,SO wilde pas opbergen toen deze uit hand werd getrokken,,1,lopend,,neen,,nee,,1,2011,,,10,,,,,;;
"2011005797-1,6/1/2011,jan,1,6/1/2011,DO,12:00-17:59,ja,6/1/2011,17:27,6/1/2011,17:27,B70,STRAATROOF,ROTTERDAM,DISTRICT 10,7-Jul,7-PENDRECHT,  2-2,SLINGE,,,3086EZ,OPENBARE WEG,N,N,ja,openbare weg/nabij pinautomaat,m,25-34,portemonnee,neen,,,neen,schoppen/slaan/duwen/trekken/vastpakken/fouilleren,wegrukken/doorgang belemmeren,""SO gepasseerd,  vast-gepakt, portemonnee uit binnenzak gepakt"",,2,lopend,,neen,,nee,,1,2011,,,17,,,,,";;
2011051576-1,17/02/2011,jan,1,6/1/2011,DO,06:00-11:59,ja,6/1/2011,7:45,6/1/2011,8:00,B70,STRAATROOF,SCHIEDAM,DISTRICT 2,5-ZUID C,6-NIEUWLAND-OOST,  7-NIEUWLAND-7,NIEUWE DAMLAAN,,,,WEG,N,J,ja,,,,,,,,,,,,,,,,ja,,,,1,2011,,,7,,,,,;;
"2011007020-1,7/1/2011,jan,1,7/1/2011,VR,18:00-23:59,ja,7/1/2011,18:45,7/1/2011,18:45,B70,STRAATROOF,ROTTERDAM,DISTRICT 4,1-Jan,1-OUDE WESTEN,  0-0,DIERGAARDESINGEL,2,,3014AA,WEG,N,N,ja,openbare weg,m,17-Dec,portemonnee,ja,overig wapen,Scherp voorwerp,ja,dreigen met steekwapen/overige,doorgang belemmeren,""Ddr maakte krassende beweging, SO gewond,  portemonnee gegeven"",""""""Geef me je portemonnee"""""",1,lopend,,neen,,onbekend,,1,2011,,,18,,,,,";;
"2011009566-1,10/1/2011,jan,1,7/1/2011,VR,18:00-23:59,ja,7/1/2011,17:45,7/1/2011,23:00,B70,STRAATROOF,ROTTERDAM,DISTRICT 4,1-Jan,3-C.S. KWARTIER,  2-2,STATIONSPLEIN,1,,3013AJ,STATION,N,N,ja,in trein of station,v,50-64,pasetui,neen,,,neen,schoppen/slaan/duwen/trekken,doorgang belemmeren,""SO weg versperd in trein, kreeg koffer tegen hoofd"",,2,lopend,,neen,,onbekend,,1,2011,,,17,,,,,";;
"2011008322-1,9/1/2011,jan,1,8/1/2011,ZA,18:00-23:59,ja,8/1/2011,19:45,8/1/2011,19:45,B70,STRAATROOF,ROTTERDAM,DISTRICT 6,6-Jun,3-OMMOORD,  2-2,BINNENHOF,10,THV,3069KV,OPENBARE WEG,N,J,ja,openbare weg,m,17-Dec,GSM,neen,,,ja,schoppen/slaan/duwen/trekken/vastpakken,wegrukken/doorgang belemmeren,""SO klap op oog, GSM uit hand gerukt"",,1,lopend,,ja,,ja,Blackberry,1,2011,3.53487E+14,3.53487E+13,19,,,,,";;
"2011008506-1,9/1/2011,jan,1,8/1/2011,ZA,18:00-23:59,ja,8/1/2011,17:30,8/1/2011,18:30,B70,STRAATROOF,ROTTERDAM,DISTRICT 10,7-Jul,3-ZUIDWIJK,  2-2,SLINGE,303,THV,3085ER,OPENBARE WEG,N,N,ja,openbare weg,m,17-Dec,GSM,neen,,,neen,dreigen met geweld/steekwapen/schoppen/slaan/duwen/trekken/vastpakken,wegrukken/doorgang belemmeren,SO werd bedreigd en heeft gsm losgelaten,""""""Geef je Blackberry, als jij je telefoon niet geeft, dan steken wij je neer"""""",2,lopend,,neen,,ja,Blackberry,1,2011,3.52479E+14,3.52479E+13,17,,,,,";;
"2011009222-1,10/1/2011,jan,1,8/1/2011,ZA,00:00-05:59,ja,8/1/2011,0:30,8/1/2011,0:30,B70,STRAATROOF,ROTTERDAM,DISTRICT 10,9-Sep,2-HOOGVLIET NOORD,  1-1,AVELING,400,,3191LB,OPENBARE WEG,N,J,ja,openbare weg,m,17-Dec,GSM,ja,mes,""zw handvat, lemmet ca 15/20 cm"",neen,dreigen met steekwapen/wapen gezien,wegrukken/smoes/doorgang belemmeren,GSM uit hand SO getrokken,""""""Hoe laat is het, dat vraag ik niet nog een keer"""""",2,lopend,,ja,,D2,Blackberry,1,2011,,,0,,,,,";;
"2011008580-2,9/1/2011,jan,1,9/1/2011,ZO,12:00-17:59,ja,9/1/2011,16:30,9/1/2011,16:45,B70,STRAATROOF,CAPELLE AAN DEN IJSSEL,DISTRICT 6,9-OOSTGAARDE ZUID,1-EILANDENBUURT,  1-EILANDENBUURT,AMIRANTEN,,,,WEG,N,J,ja,openbare weg,m,17-Dec,kleding/pet,neen,,,ja,schoppen/slaan/duwen/trekken/vastpakken,wegrukken,""verm wraakactie op SO, Lacoste petje afgenomen"",SO moest zijn pet geven aan daders,3,lopend,,ja,,ja,,1,2011,,,16,,,,,";;
"2011008586-1,9/1/2011,jan,1,9/1/2011,ZO,18:00-23:59,ja,9/1/2011,19:45,9/1/2011,19:45,B70,STRAATROOF,ROTTERDAM,DISTRICT 5,6-Jun,1-HILLEGERSBERG ZUID,  5-5,KLEIWEG,,,,FIETSPAD,N,N,ja,openbare weg,v,25-34,GSM/portemonnee,ja,mes,ca 5 cm,neen,dreigen met geweld/steekwapen/wapen gezien,doorgang belemmeren,Uit angst goederen aan ddr gegeven,""""""Heb je geld, geef me je telefoon en je geld anders ga ik je steken"""""",1,fiets,Grijze damesfiets,neen,,onbekend,Iphone,1,2011,,,19,,,,,";;
2011008597-1,9/1/2011,jan,1,9/1/2011,ZO,18:00-23:59,ja,9/1/2011,19:00,9/1/2011,19:15,B70,STRAATROOF,ROTTERDAM,DISTRICT 9,8-Aug,6-AFRIKAANDERWIJK,  5-5,DE LA REYSTRAAT,,,3072TL,OPENBARE WEG,N,N,ja,openbare weg,v,17-Dec,GSM,neen,,,neen,schoppen/slaan/duwen/trekken/vastpakken,wegrukken/achteren benaderen,GSM uit hand SO getrokken,,1,lopend,,neen,,nee,Blackberry,1,2011,3.54695E+14,3.54695E+13,19,,,,,;;
"2011008702-1,10/1/2011,jan,2,10/1/2011,MA,00:00-05:59,ja,10/1/2011,1:18,10/1/2011,2:03,B70,STRAATROOF,ROTTERDAM,DISTRICT 3,2-Feb,7-OUD MATHENESSE,  4-4,FRANSELAAN,10,THV,3028AG,WEG,N,J,ja,openbare weg,m,18-24,scooter,neen,,,ja,schoppen/slaan/duwen/trekken/vastpakken,wegrukken/doorgang belemmeren,SO kreeg klappen  ddrs 2 uit groep van 8,""""""Waar is die scooter die je hebt gestolen"""""",>=5,lopend,,ja,,D2,,1,2011,,,1,,,,,";;
2011009070-1,10/1/2011,jan,2,10/1/2011,MA,06:00-11:59,ja,10/1/2011,11:06,10/1/2011,11:06,B70,STRAATROOF,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,  2-2,GRIENDERWAARD,129,THV,3078NW,WEG,N,J,ja,openbare weg,v,80+,tas,neen,,,ja,schoppen/slaan/duwen/trekken/vastpakken/naar grond werken,wegrukken/achteren benaderen,Tas van SO weggetrokken,,3,lopend,,ja,,onbekend,,1,2011,,,11,,,,,;;
2011009687-1,10/1/2011,jan,2,10/1/2011,MA,18:00-23:59,ja,10/1/2011,19:30,10/1/2011,19:45,B70,STRAATROOF,ROTTERDAM,DISTRICT 10,7-Jul,6-ZUIDPLEIN,  2-2,ZUIDPLEIN,60,,3083CW,WEG,N,J,ja,openbare weg,v,17-Dec,GSM,neen,,,neen,schoppen/slaan/duwen/trekken/vastpakken,wegrukken,GSM uit hand SO getrokken,,2,lopend,,ja,,,Blackberry,1,2011,onbekend,onbekend,19,,,,,;;
2011009793-1,10/1/2011,jan,2,10/1/2011,MA,18:00-23:59,ja,10/1/2011,19:51,10/1/2011,19:51,B70,STRAATROOF,ROTTERDAM,DISTRICT 6,1-Jan,4-RUBROEK,  2-2,VONDELWEG,44,THV,3031PW,WEG,N,N,ja,openbare weg,v,50-64,tas,neen,,,neen,schoppen/slaan/duwen/trekken/vastpakken,wegrukken,SO kwam uit de berging toen haar tas werd weggetrokken,,2,lopend,,neen,,nee,,1,2011,,,19,,,,,;;
2011011257-1,12/1/2011,jan,2,10/1/2011,MA,12:00-17:59,ja,10/1/2011,16:30,10/1/2011,16:35,B70,STRAATROOF,CAPELLE AAN DEN IJSSEL,DISTRICT 6,7-MIDDELWATERING WEST,6-BUURTSCHAP LIJSTERSINGE,  9-WATERVOGELS WESTZIJDE,MEEUWENSINGEL,,,2903TA,FIETSPAD,N,N,ja,openbare weg,v,50-64,fiets,neen,,,neen,schoppen/slaan/duwen/trekken,wegrukken,So met kracht weggeduwd van fiets door ddr met bivakmuts,,1,,,neen,,,,1,2011,,,16,,,,,;;
"2011009834-1,11/1/2011,jan,2,11/1/2011,DI,00:00-05:59,ja,11/1/2011,0:22,11/1/2011,0:22,B70,STRAATROOF,ROTTERDAM,DISTRICT 3,2-Feb,7-OUD MATHENESSE,  3-3,BELGISCHESTRAAT,37,C,3028TC,WEG,N,J,ja,openbare weg,m,18-24,GSM,ja,mes,,ja,dreigen met steekwapen/schoppen/slaan/duwen/trekken/vastpakken/naar grond werken/fouilleren,wegrukken/doorgang belemmeren,So naar grond gewerkt en kreeg klappen,""""""Geef je Iphone, ik heb een probleem met geld"""""",2,lopend,,ja,,onbekend,Iphone,1,2011,1.2427E+13,1.2427E+13,0,,,,,";;
2011010824-1,11/1/2011,jan,2,11/1/2011,DI,12:00-17:59,ja,11/1/2011,17:35,11/1/2011,17:45,B70,STRAATROOF,ROTTERDAM,DISTRICT 10,7-Jul,1-TARWEWIJK,  3-3,GAESBEEKSTRAAT,67,THV,3081NE,OPENBARE WEG,N,N,ja,openbare weg,v,18-24,tas,neen,,,neen,schoppen/slaan/duwen/trekken/vastpakken,wegrukken/achteren benaderen,Ddr reed SO op fiets voorbij en rukte tas weg,,1,fiets,damesfiets,neen,,nee,,1,2011,,,17,,,,,;;
2011010873-1,11/1/2011,jan,2,11/1/2011,DI,18:00-23:59,ja,11/1/2011,19:45,11/1/2011,20:01,B70,STRAATROOF,ROTTERDAM,DISTRICT 9,8-Aug,6-AFRIKAANDERWIJK,  5-5,CHRISTIAAN DE WETSTRAAT,56,THV,3072VL,WEG,N,J,ja,openbare weg,v,35-49,tas,neen,,,ja,schoppen/slaan/duwen/trekken/vastpakken,wegrukken/achteren benaderen/doorgang belemmeren,SO viel door duw en kon tas niet meer vast houden,,2,lopend,,ja,,onbekend,,1,2011,,,19,,,,,;;
"2011010952-1,11/1/2011,jan,2,11/1/2011,DI,18:00-23:59,ja,11/1/2011,19:25,11/1/2011,19:25,B70,STRAATROOF,BARENDRECHT,DISTRICT 10,7-VRIJENBURG,1-VRIJENBURG,  8-VRIJENBURG CARRE,AVENUE CARRE,,,2994EA,FIETSPAD,N,N,ja,openbare weg,m,17-Dec,fiets/sleutel,ja,mes,""zw handvat, lemmet ca 10 cm"",neen,dreigen met steekwapen,doorgang belemmeren,SO werd bedreigd door ddr met mes,""""""Ik wil je vragen je zakken leeg te maken"""""",1,fiets,""herenfiets, zilverkleurig, Union, Onda h57 9"",neen,,,,1,2011,,,19,,,,,";;
"2011011688-1,12/1/2011,jan,2,12/1/2011,WO,12:00-17:59,ja,12/1/2011,12:30,12/1/2011,12:30,B70,STRAATROOF,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,  7-7,PAASWEIDE,,,3075DZ,OPENBARE WEG,N,N,ja,openbare weg,m,17-Dec,GSM/laptop,ja,vuistvuurwapen,zw pistool,neen,dreigen met vuurwapen,doorgang belemmeren/volgen,SO werd bedreigd kreeg vuurwapen van ddr tegen borst gedrukt,""""""Geef me je telefoon"""""",3,lopend,,neen,,,,1,2011,,,12,,,,,";;
"2011012168-1,13/01/2011,jan,2,13/01/2011,DO,00:00-05:59,ja,13/01/2011,2:15,13/01/2011,2:30,B70,STRAATROOF,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,  4-4,KROMME ELLEBOOG,,,3012VM,WEG,N,J,ja,openbare weg,m,50-64,geld,ja,overig wapen,onbekend,ja,overige,doorgang belemmeren,So voelde voorwerp tegen borst gedrukt hing doek overheen,""""""Geef alle geld wat je hebt"""""",1,lopend,,ja,,,,1,2011,,,2,,,,,";;
"2011013206-1,13/01/2011,jan,2,13/01/2011,DO,12:00-17:59,ja,13/01/2011,14:30,13/01/2011,14:30,B70,STRAATROOF,ROTTERDAM,DISTRICT 10,7-Jul,4-OUD CHARLOIS,  6-6,HUISMANSTRAAT,30,THV,3082HK,OPENBARE WEG,N,N,ja,openbare weg,m,17-Dec,GSM/fiets,neen,,,neen,vastpakken/fouilleren,doorgang belemmeren,SO werd v zijn fiets getrokken door ddr 1,""""""Laat los anders ga ik je mishandelen"""""",2,fiets,zw atb fiets,neen,,,Blackberry,1,2011,3.57692E+14,3.57692E+13,14,,,,,";;
"2011013328-1,13/01/2011,jan,2,13/01/2011,DO,18:00-23:59,ja,13/01/2011,20:02,13/01/2011,20:03,B70,STRAATROOF,ROTTERDAM,DISTRICT 5,3-Mar,4-LISKWARTIER,  4-4,ACKERSDIJKSTRAAT,110,THV,3037VN,WEG,N,J,ja,openbare weg,v,18-24,GSM,ja,mes,""zakmes, lichtbruin handvat, lemmet ca 10 cm"",neen,dreigen met steekwapen,opwachten/volgen,""Ddr op fiets volgde SO, deed alsof hij viel"",""""""Mijn baby is ziek, dus ik heb geld nodig. Geef mij je telefoon en geld"""""",1,fiets,""Damesfiets, bruinachtig/groen, geen verlichting, laag zadel, mog oud model gazelle"",ja,,,Blackberry,1,2011,3.54255E+14,3.54255E+13,20,,,,,";;
2011013919-1,14/01/2011,jan,2,13/01/2011,DO,18:00-23:59,ja,13/01/2011,18:30,13/01/2011,18:30,B70,STRAATROOF,ROTTERDAM,DISTRICT 5,3-Mar,5-OUDE NOORDEN,  9-9,NOORDSINGEL,,,,WEG,N,N,ja,,,,,,,,,,,,,,,,,,,,1,2011,,,18,,,,,;;
2011014196-1,14/01/2011,jan,2,13/01/2011,DO,18:00-23:59,ja,13/01/2011,23:30,13/01/2011,23:54,B70,STRAATROOF,ROTTERDAM,DISTRICT 3,2-Feb,5-MIDDELLAND,  7-7,CLAES DE VRIESELAAN,,,,WEG,N,N,ja,,,,,,,,,,,,,,,,,,,,1,2011,,,23,,,,,;;
2011014452-1,14/01/2011,jan,2,13/01/2011,DO,12:00-17:59,ja,13/01/2011,14:30,13/01/2011,15:30,B70,STRAATROOF,ROTTERDAM,DISTRICT 9,8-Aug,4-LOMBARDIJEN,  4-4,OGIERSSINGEL,,,,WEG,J,N,ja,,,,,,,,,,,,,,,,,,,,1,2011,,,14,,,,,;;
2011028144-1,27/01/2011,jan,2,13/01/2011,DO,18:00-23:59,ja,13/01/2011,22:15,13/01/2011,22:15,B70,STRAATROOF,SCHIEDAM,DISTRICT 2,3-ZUID A,6-NIEUWLAND-WEST,  8-NIEUWLAND-8,DR. WIBAUTPLEIN,29,THV,3118KA,WEG,N,N,ja,,,,,,,,,,,,,,,,,,,,1,2011,,,22,,,,,;;
2011014487-1,14/01/2011,jan,2,14/01/2011,VR,18:00-23:59,ja,14/01/2011,18:30,14/01/2011,18:44,B70,STRAATROOF,ROTTERDAM,DISTRICT 3,2-Feb,3-SPANGEN,  0-0,SPAANSEBOCHT,9,THV,3027EH,WEG,N,N,ja,,,,,,,,,,,,,,,,,,,,1,2011,,,18,,,,,;;
